,budget,area size,environmental type,project type,soil type,material
3081,678755,2698,Mountain,Industrial,Clay,Brick
3082,227029,2787,Mountain,Residential,Sandy,Wood
3083,917669,4508,Mountain,Commercial,Peaty,Steel
3084,66273,9604,Coastal,Industrial,Peaty,Brick
3085,268503,996,Urban,Industrial,Chalky,Concrete
3086,626166,1963,Coastal,Commercial,Peaty,Steel
3087,801327,7328,Suburban,Residential,Peaty,Composite
3088,129968,4753,Urban,Commercial,Clay,Concrete
3089,387844,993,Urban,Infrastructure,Loamy,Composite
3090,610847,5565,Suburban,Industrial,Peaty,Brick
3091,20699,5930,Suburban,Infrastructure,Silty,Wood
3092,206133,1926,Mountain,Industrial,Loamy,Brick
3093,544003,2293,Urban,Commercial,Chalky,Brick
3094,29169,3223,Rural,Residential,Chalky,Composite
3095,528652,1158,Mountain,Commercial,Peaty,Brick
3096,128413,5261,Urban,Infrastructure,Clay,Concrete
3097,943667,8130,Suburban,Residential,Loamy,Wood
3098,653552,9241,Suburban,Residential,Chalky,Composite
3099,277926,9334,Rural,Industrial,Chalky,Steel
3100,753537,4850,Urban,Residential,Silty,Brick
3101,532988,707,Coastal,Industrial,Peaty,Composite
3102,134481,4690,Mountain,Residential,Loamy,Brick
3103,225400,2383,Urban,Residential,Chalky,Brick
3104,569873,3386,Coastal,Industrial,Chalky,Composite
3105,827114,977,Suburban,Residential,Chalky,Concrete
3106,188936,9453,Suburban,Commercial,Chalky,Steel
3107,402136,8881,Coastal,Residential,Clay,Brick
3108,880848,7354,Coastal,Infrastructure,Sandy,Concrete
3109,458330,1255,Rural,Industrial,Silty,Brick
3110,399954,5431,Urban,Industrial,Clay,Brick
3111,48067,6224,Suburban,Commercial,Silty,Concrete
3112,708045,4650,Mountain,Infrastructure,Chalky,Brick
3113,787622,4560,Suburban,Residential,Silty,Steel
3114,28073,5265,Urban,Commercial,Peaty,Composite
3115,46035,4112,Coastal,Residential,Peaty,Concrete
3116,206049,7053,Rural,Commercial,Sandy,Wood
3117,243782,7878,Suburban,Industrial,Sandy,Brick
3118,624661,2189,Rural,Infrastructure,Silty,Composite
3119,879794,1816,Coastal,Industrial,Clay,Steel
3120,624805,7630,Urban,Commercial,Clay,Steel
3121,599738,3686,Suburban,Residential,Chalky,Wood
3122,544670,6289,Urban,Infrastructure,Clay,Steel
3123,931941,1645,Mountain,Residential,Sandy,Composite
3124,736331,4894,Urban,Industrial,Clay,Wood
3125,467828,8442,Coastal,Residential,Chalky,Concrete
3126,755715,8048,Coastal,Commercial,Peaty,Wood
3127,71929,1060,Mountain,Infrastructure,Clay,Concrete
3128,767771,2412,Urban,Infrastructure,Clay,Steel
3129,762878,2364,Coastal,Infrastructure,Sandy,Composite
3130,895296,796,Coastal,Commercial,Silty,Brick
3131,677689,2909,Coastal,Residential,Peaty,Wood
3132,790965,8130,Coastal,Infrastructure,Silty,Steel
3133,297313,1961,Rural,Industrial,Chalky,Composite
3134,97468,4792,Suburban,Industrial,Chalky,Brick
3135,44594,2768,Rural,Industrial,Silty,Wood
3136,201703,1494,Coastal,Industrial,Sandy,Composite
3137,55033,7054,Urban,Industrial,Loamy,Steel
3138,597421,507,Rural,Commercial,Sandy,Wood
3139,83861,3015,Mountain,Residential,Loamy,Wood
3140,717650,1917,Suburban,Commercial,Loamy,Concrete
3141,303894,2816,Urban,Industrial,Sandy,Concrete
3142,574749,7858,Rural,Industrial,Loamy,Wood
3143,477016,4432,Suburban,Infrastructure,Loamy,Composite
3144,88222,6704,Rural,Infrastructure,Loamy,Steel
3145,646308,1787,Mountain,Residential,Peaty,Brick
3146,820658,1618,Coastal,Residential,Chalky,Concrete
3147,803153,9244,Mountain,Residential,Loamy,Steel
3148,983658,8137,Coastal,Commercial,Chalky,Wood
3149,554897,1160,Suburban,Infrastructure,Chalky,Steel
3150,979634,9407,Rural,Residential,Peaty,Steel
3151,664801,7422,Rural,Infrastructure,Chalky,Steel
3152,213981,8604,Mountain,Infrastructure,Silty,Wood
3153,114211,6837,Urban,Infrastructure,Clay,Concrete
3154,196321,3029,Suburban,Infrastructure,Peaty,Brick
3155,452111,4470,Coastal,Infrastructure,Clay,Composite
3156,497689,3907,Suburban,Infrastructure,Silty,Concrete
3157,933160,9546,Mountain,Commercial,Sandy,Brick
3158,921297,7916,Rural,Industrial,Sandy,Wood
3159,870952,5260,Coastal,Infrastructure,Loamy,Brick
3160,466956,2397,Coastal,Commercial,Sandy,Wood
3161,860741,6864,Coastal,Residential,Peaty,Brick
3162,39984,8964,Coastal,Commercial,Sandy,Concrete
3163,653235,4587,Suburban,Commercial,Peaty,Wood
3164,739182,9964,Suburban,Commercial,Peaty,Steel
3165,15901,4874,Mountain,Infrastructure,Clay,Wood
3166,172624,8107,Rural,Residential,Sandy,Wood
3167,232317,4519,Rural,Commercial,Chalky,Brick
3168,303199,1315,Suburban,Residential,Sandy,Wood
3169,703045,7755,Mountain,Commercial,Sandy,Brick
3170,155788,1422,Urban,Infrastructure,Sandy,Concrete
3171,648387,5367,Coastal,Commercial,Loamy,Wood
3172,545426,1764,Rural,Commercial,Chalky,Steel
3173,700658,4224,Coastal,Residential,Chalky,Steel
3174,978616,3222,Rural,Residential,Peaty,Concrete
3175,33429,5855,Urban,Residential,Chalky,Steel
3176,584488,3050,Rural,Industrial,Peaty,Brick
3177,212380,5819,Urban,Residential,Clay,Wood
3178,451460,7186,Rural,Commercial,Peaty,Composite
3179,782577,2173,Suburban,Industrial,Sandy,Wood
3180,255127,5087,Coastal,Residential,Silty,Wood
3181,897700,5853,Mountain,Infrastructure,Silty,Composite
3182,770801,7357,Mountain,Residential,Loamy,Steel
3183,27347,2166,Rural,Infrastructure,Sandy,Steel
3184,682280,5011,Mountain,Industrial,Peaty,Wood
3185,566110,6672,Coastal,Infrastructure,Sandy,Steel
3186,974163,1884,Suburban,Industrial,Loamy,Brick
3187,574396,4903,Suburban,Infrastructure,Chalky,Brick
3188,925387,4454,Urban,Residential,Peaty,Composite
3189,492315,6805,Mountain,Industrial,Sandy,Wood
3190,17967,8752,Coastal,Commercial,Chalky,Brick
3191,907151,7738,Mountain,Commercial,Loamy,Concrete
3192,546159,7481,Coastal,Commercial,Chalky,Steel
3193,235371,6526,Urban,Residential,Peaty,Wood
3194,218524,7109,Mountain,Commercial,Loamy,Brick
3195,739630,9164,Suburban,Industrial,Loamy,Composite
3196,174685,1458,Urban,Commercial,Loamy,Brick
3197,562467,9224,Mountain,Industrial,Clay,Concrete
3198,261537,993,Suburban,Commercial,Loamy,Brick
3199,717548,7542,Suburban,Infrastructure,Clay,Wood
3200,851531,581,Coastal,Industrial,Chalky,Composite
3201,569550,7499,Suburban,Commercial,Clay,Composite
3202,874645,3470,Rural,Commercial,Chalky,Concrete
3203,389551,511,Mountain,Commercial,Clay,Wood
3204,945772,8324,Mountain,Industrial,Chalky,Concrete
3205,481082,1261,Coastal,Industrial,Chalky,Concrete
3206,882701,3685,Suburban,Commercial,Loamy,Concrete
3207,70545,525,Coastal,Infrastructure,Loamy,Brick
3208,244555,2306,Rural,Industrial,Chalky,Steel
3209,233894,7151,Coastal,Industrial,Loamy,Brick
3210,737506,6164,Mountain,Infrastructure,Chalky,Wood
3211,999470,5654,Coastal,Residential,Loamy,Concrete
3212,312066,6324,Mountain,Infrastructure,Silty,Concrete
3213,577201,4159,Urban,Commercial,Clay,Steel
3214,369177,2025,Rural,Industrial,Chalky,Composite
3215,376936,1260,Rural,Industrial,Sandy,Concrete
3216,260497,1094,Mountain,Industrial,Loamy,Brick
3217,983181,7692,Urban,Industrial,Loamy,Concrete
3218,453057,1555,Suburban,Residential,Peaty,Wood
3219,711692,3583,Coastal,Industrial,Sandy,Steel
3220,495278,4175,Suburban,Industrial,Sandy,Composite
3221,916295,6457,Urban,Residential,Silty,Wood
3222,166104,5755,Rural,Commercial,Clay,Brick
3223,703206,9911,Suburban,Commercial,Silty,Wood
3224,724834,4728,Urban,Residential,Clay,Concrete
3225,54936,4681,Rural,Commercial,Chalky,Steel
3226,695154,2330,Suburban,Commercial,Silty,Concrete
3227,726948,3895,Rural,Infrastructure,Peaty,Steel
3228,212056,1703,Mountain,Infrastructure,Clay,Brick
3229,977835,3310,Rural,Infrastructure,Silty,Wood
3230,235469,3592,Rural,Residential,Peaty,Steel
3231,38141,3544,Urban,Industrial,Sandy,Wood
3232,936578,6571,Urban,Residential,Loamy,Steel
3233,147478,7772,Coastal,Residential,Chalky,Concrete
3234,107359,5173,Urban,Residential,Chalky,Steel
3235,919711,4014,Mountain,Residential,Sandy,Steel
3236,164363,6692,Mountain,Infrastructure,Silty,Composite
3237,575856,644,Rural,Residential,Loamy,Brick
3238,631827,8007,Urban,Infrastructure,Sandy,Concrete
3239,581139,5357,Coastal,Industrial,Peaty,Concrete
3240,503158,1877,Urban,Commercial,Loamy,Wood
3241,589111,3646,Coastal,Infrastructure,Clay,Steel
3242,33312,5524,Rural,Residential,Silty,Steel
3243,970612,1293,Mountain,Industrial,Loamy,Steel
3244,994422,6256,Urban,Residential,Clay,Concrete
3245,437387,4914,Urban,Industrial,Sandy,Composite
3246,444995,1610,Mountain,Commercial,Chalky,Wood
3247,734188,6172,Mountain,Industrial,Loamy,Steel
3248,510531,4553,Suburban,Industrial,Loamy,Composite
3249,895155,4437,Suburban,Commercial,Clay,Brick
3250,808843,4463,Suburban,Commercial,Clay,Concrete
3251,506037,5442,Mountain,Industrial,Chalky,Brick
3252,259062,6397,Suburban,Residential,Clay,Concrete
3253,853441,9474,Urban,Infrastructure,Clay,Wood
3254,418638,1616,Mountain,Residential,Loamy,Brick
3255,445684,2250,Urban,Infrastructure,Chalky,Wood
3256,566659,4527,Mountain,Commercial,Chalky,Wood
3257,67022,6245,Rural,Residential,Loamy,Wood
3258,343373,5564,Urban,Commercial,Sandy,Brick
3259,109071,6438,Mountain,Industrial,Sandy,Brick
3260,192268,3897,Coastal,Industrial,Loamy,Brick
3261,368918,8765,Mountain,Residential,Clay,Steel
3262,499626,1859,Rural,Commercial,Silty,Wood
3263,298859,9783,Mountain,Residential,Sandy,Steel
3264,824037,5353,Rural,Residential,Sandy,Concrete
3265,634141,2441,Suburban,Infrastructure,Loamy,Brick
3266,565462,3648,Urban,Industrial,Loamy,Composite
3267,937460,8433,Rural,Residential,Silty,Concrete
3268,507660,9936,Coastal,Industrial,Silty,Wood
3269,86373,1785,Urban,Infrastructure,Chalky,Wood
3270,865684,6974,Mountain,Commercial,Loamy,Steel
3271,203021,1270,Mountain,Residential,Sandy,Brick
3272,203718,2343,Rural,Industrial,Peaty,Brick
3273,604305,573,Coastal,Residential,Peaty,Concrete
3274,73037,2160,Rural,Commercial,Clay,Concrete
3275,624106,4849,Coastal,Residential,Sandy,Concrete
3276,540836,7602,Rural,Residential,Peaty,Composite
3277,651269,8500,Suburban,Industrial,Sandy,Composite
3278,244213,9511,Suburban,Commercial,Loamy,Wood
3279,214366,4318,Suburban,Infrastructure,Sandy,Wood
3280,512420,831,Rural,Commercial,Peaty,Wood
3281,164249,1921,Urban,Commercial,Sandy,Brick
3282,296166,8012,Mountain,Infrastructure,Silty,Wood
3283,640585,7390,Urban,Residential,Clay,Steel
3284,670902,5431,Mountain,Industrial,Chalky,Concrete
3285,232084,6525,Coastal,Residential,Peaty,Brick
3286,499536,4908,Suburban,Residential,Loamy,Composite
3287,70428,5613,Suburban,Infrastructure,Chalky,Concrete
3288,688100,8919,Mountain,Infrastructure,Clay,Wood
3289,331497,3381,Suburban,Residential,Silty,Composite
3290,647420,3365,Urban,Commercial,Silty,Composite
3291,197604,3075,Rural,Industrial,Silty,Composite
3292,550340,6685,Suburban,Commercial,Silty,Concrete
3293,110689,9156,Suburban,Residential,Peaty,Brick
3294,712436,6241,Coastal,Residential,Peaty,Concrete
3295,456636,777,Rural,Industrial,Sandy,Steel
3296,666031,565,Mountain,Commercial,Loamy,Wood
3297,272307,4762,Rural,Residential,Sandy,Brick
3298,313568,6204,Rural,Residential,Loamy,Brick
3299,512754,9094,Mountain,Infrastructure,Clay,Wood
3300,981248,8489,Rural,Industrial,Sandy,Steel
3301,473547,6755,Coastal,Infrastructure,Clay,Composite
3302,413850,7941,Urban,Infrastructure,Clay,Wood
3303,145870,5192,Rural,Infrastructure,Clay,Composite
3304,294564,4919,Urban,Residential,Silty,Wood
3305,520259,8460,Coastal,Commercial,Chalky,Concrete
3306,654863,6578,Coastal,Infrastructure,Chalky,Steel
3307,792518,1937,Rural,Commercial,Peaty,Steel
3308,301444,9120,Suburban,Residential,Clay,Wood
3309,886313,7532,Rural,Infrastructure,Silty,Steel
3310,20749,6231,Urban,Residential,Sandy,Composite
3311,638419,3878,Coastal,Infrastructure,Sandy,Steel
3312,690481,9084,Urban,Infrastructure,Peaty,Steel
3313,924995,6847,Urban,Residential,Peaty,Steel
3314,309631,6901,Mountain,Industrial,Clay,Brick
3315,235019,7129,Coastal,Industrial,Clay,Wood
3316,436577,5041,Coastal,Commercial,Sandy,Concrete
3317,817655,8376,Urban,Commercial,Sandy,Concrete
3318,607218,9033,Coastal,Residential,Sandy,Brick
3319,679416,8824,Rural,Residential,Sandy,Brick
3320,300524,764,Mountain,Residential,Chalky,Concrete
3321,822467,1934,Rural,Industrial,Clay,Composite
3322,827052,5827,Suburban,Industrial,Clay,Concrete
3323,947381,5597,Suburban,Infrastructure,Sandy,Concrete
3324,266553,2160,Urban,Infrastructure,Silty,Wood
3325,458532,6192,Suburban,Residential,Sandy,Concrete
3326,729401,2854,Rural,Residential,Loamy,Concrete
3327,389504,8957,Suburban,Commercial,Peaty,Steel
3328,63352,6961,Urban,Industrial,Loamy,Brick
3329,434127,9828,Coastal,Residential,Silty,Concrete
3330,173856,7544,Mountain,Industrial,Peaty,Concrete
3331,13191,5997,Urban,Residential,Silty,Composite
3332,960664,5049,Urban,Infrastructure,Peaty,Concrete
3333,886968,6834,Urban,Residential,Sandy,Wood
3334,638864,6510,Rural,Infrastructure,Sandy,Composite
3335,205713,5426,Coastal,Commercial,Silty,Concrete
3336,452939,9804,Urban,Commercial,Peaty,Wood
3337,13631,6565,Coastal,Commercial,Chalky,Brick
3338,147244,2679,Urban,Residential,Silty,Concrete
3339,314224,5467,Rural,Commercial,Silty,Brick
3340,230169,1134,Urban,Residential,Loamy,Concrete
3341,624641,4131,Suburban,Industrial,Clay,Composite
3342,423497,5177,Rural,Infrastructure,Silty,Composite
3343,562959,2718,Urban,Industrial,Chalky,Wood
3344,657099,1889,Urban,Residential,Sandy,Steel
3345,716791,4776,Urban,Commercial,Peaty,Wood
3346,231972,1749,Suburban,Infrastructure,Clay,Concrete
3347,787499,8140,Suburban,Commercial,Peaty,Brick
3348,399878,6212,Urban,Industrial,Sandy,Brick
3349,758321,1745,Suburban,Residential,Silty,Concrete
3350,518679,8745,Urban,Infrastructure,Loamy,Steel
3351,431818,942,Suburban,Infrastructure,Chalky,Steel
3352,754149,7476,Coastal,Residential,Clay,Steel
3353,847831,5175,Urban,Residential,Chalky,Concrete
3354,688832,8453,Urban,Infrastructure,Chalky,Composite
3355,714590,4877,Mountain,Industrial,Chalky,Composite
3356,17099,7558,Mountain,Industrial,Chalky,Concrete
3357,783974,1322,Rural,Commercial,Sandy,Composite
3358,428647,3439,Coastal,Infrastructure,Chalky,Steel
3359,590780,7596,Coastal,Residential,Loamy,Composite
3360,106722,6265,Rural,Residential,Chalky,Concrete
3361,975188,1531,Mountain,Residential,Sandy,Composite
3362,564399,1062,Rural,Residential,Peaty,Composite
3363,73936,840,Mountain,Infrastructure,Sandy,Composite
3364,687974,5067,Urban,Industrial,Loamy,Composite
3365,233332,8362,Rural,Commercial,Loamy,Concrete
3366,969495,2796,Suburban,Industrial,Silty,Wood
3367,735836,734,Mountain,Commercial,Sandy,Composite
3368,783319,5702,Urban,Residential,Peaty,Wood
3369,333064,9808,Suburban,Residential,Silty,Concrete
3370,497510,1791,Suburban,Infrastructure,Silty,Brick
3371,73530,5227,Coastal,Residential,Clay,Wood
3372,439440,9220,Mountain,Infrastructure,Chalky,Concrete
3373,279932,3439,Urban,Infrastructure,Silty,Brick
3374,562370,5935,Mountain,Infrastructure,Silty,Composite
3375,919719,7481,Urban,Residential,Loamy,Concrete
3376,623858,5892,Mountain,Residential,Peaty,Steel
3377,635303,8472,Suburban,Industrial,Silty,Brick
3378,742176,1733,Coastal,Commercial,Peaty,Steel
3379,880020,3300,Rural,Industrial,Chalky,Composite
3380,157603,3275,Mountain,Residential,Loamy,Composite
3381,884772,6544,Suburban,Commercial,Clay,Wood
3382,628727,3987,Rural,Infrastructure,Clay,Composite
3383,972361,7883,Rural,Commercial,Chalky,Wood
3384,151214,4350,Rural,Infrastructure,Chalky,Brick
3385,649341,5497,Suburban,Residential,Loamy,Steel
3386,582643,1390,Urban,Commercial,Loamy,Brick
3387,413082,6420,Rural,Infrastructure,Sandy,Steel
3388,211139,1688,Coastal,Industrial,Silty,Concrete
3389,768994,6144,Urban,Industrial,Silty,Brick
3390,659714,1240,Suburban,Infrastructure,Silty,Concrete
3391,598315,1869,Rural,Industrial,Peaty,Steel
3392,461122,2500,Suburban,Industrial,Sandy,Wood
3393,169210,1971,Suburban,Commercial,Silty,Brick
3394,102601,2036,Rural,Industrial,Peaty,Brick
3395,39956,818,Suburban,Commercial,Peaty,Wood
3396,248340,5653,Coastal,Residential,Clay,Wood
3397,639085,2394,Coastal,Industrial,Peaty,Composite
3398,921349,8491,Mountain,Residential,Chalky,Composite
3399,922735,9967,Rural,Industrial,Loamy,Steel
3400,479511,9092,Rural,Infrastructure,Peaty,Brick
3401,670799,6435,Rural,Infrastructure,Chalky,Wood
3402,974745,1223,Mountain,Residential,Chalky,Wood
3403,838965,2829,Coastal,Residential,Clay,Concrete
3404,431486,9827,Coastal,Residential,Clay,Composite
3405,613103,3270,Rural,Infrastructure,Peaty,Concrete
3406,49279,8045,Suburban,Residential,Clay,Wood
3407,381931,5346,Urban,Infrastructure,Clay,Brick
3408,951392,767,Urban,Residential,Loamy,Brick
3409,158702,1069,Rural,Commercial,Silty,Concrete
3410,71063,2473,Rural,Commercial,Peaty,Composite
3411,783887,9237,Coastal,Industrial,Peaty,Steel
3412,264311,3322,Coastal,Commercial,Peaty,Brick
3413,662184,4960,Suburban,Residential,Clay,Steel
3414,700504,770,Coastal,Commercial,Loamy,Composite
3415,455377,8141,Urban,Commercial,Clay,Concrete
3416,499934,9430,Urban,Residential,Chalky,Composite
3417,529089,7180,Coastal,Commercial,Sandy,Wood
3418,756434,1757,Urban,Residential,Sandy,Composite
3419,218432,8750,Urban,Commercial,Sandy,Concrete
3420,192051,5870,Urban,Residential,Silty,Concrete
3421,107661,5358,Urban,Infrastructure,Clay,Composite
3422,934483,9081,Mountain,Infrastructure,Chalky,Concrete
3423,953693,9410,Rural,Industrial,Chalky,Wood
3424,707960,7499,Suburban,Commercial,Sandy,Steel
3425,462776,620,Mountain,Industrial,Loamy,Composite
3426,481256,7408,Suburban,Residential,Silty,Concrete
3427,133257,2803,Mountain,Infrastructure,Silty,Steel
3428,989062,5361,Mountain,Residential,Sandy,Wood
3429,882637,3411,Suburban,Industrial,Sandy,Composite
3430,279054,9491,Rural,Residential,Clay,Concrete
3431,985217,7736,Coastal,Residential,Loamy,Steel
3432,843289,6065,Mountain,Residential,Silty,Wood
3433,569252,7031,Rural,Residential,Chalky,Brick
3434,428443,1609,Coastal,Infrastructure,Sandy,Concrete
3435,933482,7429,Suburban,Residential,Clay,Wood
3436,813585,1750,Mountain,Residential,Chalky,Steel
3437,331909,8677,Coastal,Infrastructure,Silty,Composite
3438,764444,2149,Rural,Residential,Sandy,Steel
3439,642500,7851,Coastal,Residential,Loamy,Composite
3440,573359,6411,Suburban,Industrial,Sandy,Wood
3441,122990,3456,Coastal,Infrastructure,Loamy,Wood
3442,79519,6328,Urban,Commercial,Clay,Steel
3443,19503,5494,Mountain,Residential,Clay,Steel
3444,201775,6936,Rural,Industrial,Silty,Composite
3445,991883,9176,Rural,Infrastructure,Loamy,Concrete
3446,629745,8114,Mountain,Residential,Sandy,Steel
3447,723226,9494,Mountain,Commercial,Clay,Concrete
3448,157977,2215,Urban,Residential,Sandy,Concrete
3449,580126,8650,Urban,Industrial,Silty,Concrete
3450,921632,3983,Rural,Infrastructure,Loamy,Wood
3451,461495,8175,Coastal,Industrial,Sandy,Wood
3452,623777,2257,Mountain,Infrastructure,Chalky,Concrete
3453,36806,2309,Urban,Commercial,Sandy,Concrete
3454,186072,6039,Urban,Residential,Peaty,Wood
3455,425384,6548,Urban,Industrial,Peaty,Composite
3456,80119,1651,Coastal,Commercial,Silty,Brick
3457,835146,5992,Rural,Commercial,Silty,Steel
3458,195165,7211,Rural,Residential,Silty,Concrete
3459,851851,6802,Urban,Industrial,Chalky,Wood
3460,976649,5247,Coastal,Residential,Loamy,Concrete
3461,639720,8902,Coastal,Residential,Chalky,Concrete
3462,480641,5181,Rural,Infrastructure,Sandy,Concrete
3463,889381,3007,Mountain,Infrastructure,Clay,Concrete
3464,481027,3463,Urban,Residential,Loamy,Composite
3465,929965,3928,Coastal,Infrastructure,Peaty,Steel
3466,417507,7994,Mountain,Industrial,Peaty,Steel
3467,712164,4455,Suburban,Infrastructure,Peaty,Wood
3468,873403,4205,Urban,Commercial,Sandy,Composite
3469,889903,4538,Suburban,Residential,Sandy,Composite
3470,861378,9744,Rural,Residential,Silty,Steel
3471,895421,1213,Rural,Industrial,Clay,Wood
3472,94080,7760,Rural,Residential,Silty,Composite
3473,262791,7511,Coastal,Infrastructure,Sandy,Wood
3474,988836,9379,Coastal,Commercial,Chalky,Steel
3475,87794,9021,Mountain,Residential,Silty,Concrete
3476,302985,2246,Suburban,Infrastructure,Loamy,Composite
3477,134447,1707,Rural,Commercial,Sandy,Wood
3478,130029,1284,Rural,Residential,Sandy,Concrete
