budget,area size,soil type,project type,strength,material,suppliers,environmental type,labor cost,duration (days),risk factor,energy rating,maintenance cost,permit cost,insurance cost,warranty period (years),site accessibility,design complexity
651179,4868,Peaty,Industrial,68.29168771746947,Wood,215,Mountain,34407,609,0.9364232997929132,B,5989,3091,18529,6,Moderate,Simple
879742,4588,Peaty,Infrastructure,70.70475071859515,Wood,365,Mountain,32079,63,0.8412054948332661,A,4484,4043,17886,3,Difficult,Complex
470494,9723,Sandy,Infrastructure,88.56149207850271,Composite,86,Coastal,10395,548,0.5408330555519255,C,17081,1290,8156,8,Easy,Complex
159381,8899,Sandy,Commercial,99.37522334044036,Wood,394,Coastal,46660,467,0.8491487600478274,B,9904,3098,5725,6,Easy,Simple
141691,2437,Silty,Commercial,19.779956067158796,Concrete,82,Coastal,37533,480,0.7222246965548407,C,8845,285,6200,6,Easy,Moderate
486410,1646,Chalky,Residential,66.80051608873883,Steel,322,Rural,48315,382,0.737922258765336,D,12390,1356,10665,5,Moderate,Simple
453324,5652,Silty,Residential,40.279595352632754,Steel,374,Rural,36531,169,0.15452761140823412,B,4398,3927,16765,1,Easy,Moderate
44707,4799,Chalky,Industrial,83.04925843541098,Wood,460,Suburban,40460,343,0.179632684972717,A,11447,3868,3354,9,Difficult,Complex
947841,8618,Peaty,Commercial,77.8733186271798,Brick,493,Mountain,27841,496,0.18028724286094622,A,17103,1332,15898,4,Moderate,Complex
528477,9134,Chalky,Infrastructure,90.32666718015224,Wood,117,Coastal,25002,663,0.20916855139227897,C,17344,854,23371,2,Difficult,Complex
877969,8259,Silty,Commercial,40.933258955243474,Steel,167,Mountain,1145,238,0.41802807431008726,C,11349,1267,20312,9,Moderate,Moderate
731864,8453,Sandy,Commercial,26.60773097419885,Composite,242,Urban,20514,111,0.3154032862169911,A,16209,2243,7439,8,Moderate,Simple
712974,5284,Chalky,Commercial,11.962150943604769,Steel,278,Urban,48744,426,0.049096562479385986,C,12389,176,10095,9,Easy,Complex
756788,9524,Silty,Residential,32.99560153463901,Brick,491,Coastal,16850,125,0.7240544498903586,A,4733,4552,3886,5,Moderate,Complex
363299,1961,Peaty,Infrastructure,43.045438577970785,Brick,342,Rural,10248,348,0.4032365825298878,E,12725,1401,9250,6,Easy,Moderate
796713,1659,Loamy,Infrastructure,95.14602873531928,Composite,426,Suburban,8133,418,0.0779521719958669,A,19870,1248,22247,1,Easy,Complex
168492,886,Chalky,Residential,54.223537046252744,Brick,470,Rural,16893,694,0.7890611218365308,E,9514,3472,23353,1,Difficult,Simple
484112,7692,Peaty,Residential,60.07955536979105,Wood,134,Mountain,35225,115,0.01954874035029186,D,8878,1006,18642,1,Difficult,Complex
180102,5275,Peaty,Infrastructure,89.21158858433033,Wood,366,Rural,45748,400,0.5598593055806989,D,9549,1653,12982,5,Moderate,Simple
404274,3909,Clay,Industrial,89.65625623877267,Steel,180,Coastal,32924,101,0.7571812445880519,D,5995,3431,4412,6,Difficult,Moderate
227285,1189,Loamy,Commercial,57.51242439068818,Concrete,165,Rural,18457,81,0.3725877191216763,B,2939,2631,19302,3,Easy,Complex
348404,7528,Chalky,Infrastructure,20.233314885999857,Wood,212,Urban,44329,493,0.5740720603134738,A,2119,4894,6686,3,Moderate,Moderate
169476,7762,Silty,Residential,34.346454821310665,Wood,6,Coastal,35290,125,0.05068852692711601,E,6153,278,22015,9,Easy,Complex
768842,6164,Chalky,Infrastructure,51.119938000550995,Composite,73,Coastal,28730,290,0.23704916133842935,E,18343,1352,21093,6,Difficult,Moderate
170928,7266,Chalky,Commercial,77.60525456600979,Wood,413,Coastal,34303,365,0.6635855410768651,E,18211,3653,10030,8,Difficult,Moderate
674560,9861,Loamy,Infrastructure,74.0513573496201,Steel,357,Rural,49019,43,0.7903600199829597,A,18027,327,10858,1,Moderate,Moderate
860610,1452,Peaty,Residential,67.84374117697888,Composite,453,Urban,34528,500,0.11434455800324572,D,2635,4828,9932,1,Easy,Moderate
306141,6642,Peaty,Industrial,89.222100382211,Wood,435,Rural,14410,593,0.9662457765878882,B,8650,1450,15974,9,Moderate,Complex
953115,6467,Peaty,Residential,82.23817674764129,Steel,77,Mountain,49961,310,0.39451719708403776,A,7076,4812,23037,9,Easy,Simple
653561,7705,Peaty,Industrial,98.39028167268673,Composite,283,Suburban,48813,248,0.9245896444018282,B,11381,2370,18945,1,Easy,Complex
706595,2984,Loamy,Commercial,90.02426688398401,Concrete,215,Suburban,48930,101,0.5396971360509019,B,12701,4016,10723,2,Easy,Simple
258500,2354,Silty,Residential,27.609078505908567,Steel,165,Suburban,25783,85,0.644052000009694,B,7479,4292,1771,4,Difficult,Complex
700417,3731,Sandy,Infrastructure,15.185490896835606,Wood,174,Mountain,9099,239,0.17592259327088855,A,14360,1856,8029,9,Difficult,Simple
142311,3097,Clay,Residential,47.3059849639891,Composite,98,Mountain,46953,322,0.8847332130165861,D,648,2734,4774,5,Easy,Moderate
769034,8329,Peaty,Residential,65.5754005811151,Concrete,25,Mountain,4263,419,0.08746676966361477,D,18415,4527,15973,7,Easy,Complex
255546,8686,Peaty,Commercial,67.87931497255353,Steel,421,Urban,2997,438,0.987429060191916,C,6925,794,18146,3,Difficult,Moderate
206733,4483,Clay,Industrial,34.07614853665228,Concrete,151,Coastal,21389,433,0.39196699821740333,E,13270,766,18808,2,Difficult,Complex
661233,7463,Peaty,Industrial,87.38928680038033,Steel,220,Mountain,1025,598,0.16439460230818692,E,1058,2386,3578,7,Moderate,Complex
579560,7184,Sandy,Infrastructure,39.632181728088426,Wood,154,Suburban,9698,210,0.6057401495322484,D,5890,880,4827,9,Difficult,Simple
885825,1156,Chalky,Residential,92.72031457448291,Steel,76,Suburban,31867,147,0.8657002780857794,E,3145,4391,7222,6,Difficult,Moderate
857644,8243,Clay,Commercial,52.44412611728993,Wood,376,Rural,21857,366,0.397095745633643,D,19057,3630,13038,4,Easy,Complex
156470,7339,Silty,Industrial,10.935159943765242,Steel,436,Coastal,8683,253,0.008592554090386062,B,6279,4468,4649,9,Moderate,Complex
654318,6812,Clay,Infrastructure,24.583718007527157,Composite,231,Mountain,44987,346,0.8722636676011501,C,13743,4875,22814,6,Difficult,Moderate
328647,8438,Sandy,Industrial,19.208733098949786,Steel,3,Coastal,9151,365,0.5813216389338862,E,17132,3866,4706,4,Difficult,Simple
934142,6676,Loamy,Infrastructure,13.962321622027687,Steel,73,Mountain,21544,514,0.09286782781477398,B,4084,478,18661,4,Moderate,Moderate
16570,3785,Silty,Industrial,74.26155797296084,Brick,111,Suburban,32448,305,0.9060351440202081,E,1855,2545,12623,5,Difficult,Complex
340929,6059,Chalky,Infrastructure,27.3084285754362,Brick,335,Coastal,37749,288,0.7732146660111254,C,13596,1009,7380,9,Difficult,Moderate
543398,4063,Peaty,Industrial,85.47578149658375,Steel,72,Coastal,36618,322,0.532644826453798,A,10763,576,6623,8,Easy,Simple
509115,5084,Clay,Industrial,33.8021945932987,Brick,412,Mountain,32348,192,0.44676875311120245,C,15326,446,17598,1,Easy,Simple
89141,5317,Silty,Residential,12.909439584175733,Wood,255,Mountain,13083,533,0.705902014370345,B,18277,3003,12719,3,Difficult,Simple
22115,5541,Clay,Infrastructure,83.86078095777061,Brick,218,Coastal,40190,665,0.36215693319990605,C,7089,3143,20319,3,Moderate,Simple
49062,6682,Chalky,Infrastructure,51.95312654778884,Steel,208,Mountain,13653,540,0.6548503644238051,B,3507,845,5112,3,Easy,Moderate
819343,8526,Clay,Residential,63.95548962420945,Concrete,249,Coastal,23291,557,0.1509064172413641,C,16629,3174,23023,3,Moderate,Complex
638349,3744,Silty,Residential,40.26045597774068,Concrete,290,Rural,23361,397,0.14243159491149837,E,9607,2152,3104,3,Moderate,Complex
304700,1540,Sandy,Industrial,14.143635654007763,Steel,340,Coastal,45826,33,0.311060764802329,C,19980,3992,18713,2,Difficult,Moderate
400479,2773,Loamy,Industrial,43.315938024771214,Steel,65,Urban,1168,649,0.8858081661621882,C,2548,560,5073,3,Moderate,Simple
536257,4129,Silty,Industrial,56.6457733264215,Concrete,472,Coastal,48523,302,0.8503283810042204,D,12370,453,6430,5,Difficult,Moderate
840185,2614,Clay,Residential,11.05179431829567,Composite,285,Rural,35691,713,0.49211090400683144,C,15917,2643,15323,7,Easy,Complex
407686,7864,Chalky,Industrial,61.68610289834369,Brick,4,Rural,14163,220,0.5854755006443275,E,9462,2986,7681,4,Moderate,Moderate
131863,2177,Peaty,Residential,90.37379391032556,Composite,196,Suburban,16867,127,0.6275977355223163,B,5015,4479,11206,1,Difficult,Moderate
806657,3594,Peaty,Industrial,29.605647017802365,Wood,119,Suburban,40274,711,0.3731928942041949,A,2822,1693,18184,7,Easy,Simple
511076,9690,Chalky,Residential,93.40922450335589,Concrete,190,Urban,41422,639,0.7013250057443791,A,6844,767,10373,1,Easy,Complex
657296,6373,Clay,Infrastructure,18.78476669412274,Concrete,166,Mountain,23611,686,0.6081476200864536,A,2717,3418,5701,7,Moderate,Simple
510726,2784,Loamy,Commercial,84.28927152005394,Composite,451,Mountain,8625,565,0.35435873635572923,A,10012,1680,10876,2,Easy,Complex
688556,5552,Chalky,Industrial,85.62919224719415,Wood,232,Rural,37844,706,0.2838727515127216,B,8711,871,4484,3,Difficult,Moderate
640111,7562,Clay,Industrial,33.1983876608325,Composite,130,Rural,7984,287,0.9807571750398927,B,7557,1248,12271,7,Difficult,Simple
810101,2089,Silty,Residential,96.20590671176205,Wood,477,Suburban,15673,661,0.2842947173424568,A,10208,2275,14491,2,Easy,Moderate
964884,9853,Loamy,Infrastructure,47.493885314059995,Steel,369,Rural,6117,423,0.174053047678554,C,727,4411,23182,5,Moderate,Simple
920830,3020,Sandy,Infrastructure,22.71304787190344,Steel,92,Coastal,16197,578,0.8345987409690511,C,14365,421,13100,2,Easy,Complex
644965,5148,Clay,Industrial,63.254300574445,Concrete,332,Coastal,39591,343,0.8108366325048446,D,15415,1033,12021,1,Moderate,Simple
781246,6229,Peaty,Residential,99.69532336407397,Steel,125,Urban,33949,459,0.23875701085889922,B,17873,3408,9276,7,Moderate,Simple
58320,1194,Peaty,Residential,90.9362394063365,Composite,300,Coastal,25582,623,0.8486942613960482,D,4125,3230,21133,8,Moderate,Complex
974918,8307,Loamy,Commercial,35.074254350359226,Wood,207,Urban,38528,283,0.911661509483674,E,8581,2683,15975,1,Moderate,Moderate
506758,4183,Sandy,Infrastructure,61.9287939440538,Concrete,114,Suburban,1407,554,0.3317467255764318,B,18283,581,8054,6,Difficult,Moderate
156649,7204,Clay,Commercial,20.383089370913495,Steel,361,Coastal,47378,704,0.32856715204143727,A,19821,2612,17285,7,Moderate,Moderate
135354,7868,Sandy,Infrastructure,51.566032390338044,Concrete,351,Urban,26998,193,0.13094655584918602,A,11590,2193,19758,5,Moderate,Moderate
622297,2471,Silty,Industrial,57.07630609220633,Concrete,373,Mountain,43574,359,0.6108242082100229,D,2183,844,11530,2,Easy,Complex
791725,8555,Sandy,Industrial,38.375046849801564,Wood,101,Urban,47631,534,0.693985332016835,B,4550,439,22416,5,Moderate,Moderate
458625,4718,Silty,Residential,53.57683746433051,Composite,32,Coastal,11714,378,0.07338897450976711,C,8877,1850,12188,8,Easy,Simple
38625,2368,Peaty,Residential,92.79446123630562,Composite,470,Urban,8356,565,0.2089043724356704,B,1752,4898,11300,1,Moderate,Simple
746400,2171,Silty,Residential,55.012387346175764,Brick,131,Suburban,25442,210,0.2704181903953903,D,16190,3164,21092,6,Easy,Moderate
296233,9774,Clay,Infrastructure,84.78912795108377,Composite,17,Rural,49889,568,0.4460616791048073,D,2176,2113,17428,6,Easy,Simple
46487,2228,Loamy,Residential,38.56513862470905,Steel,477,Mountain,16869,486,0.8236899099967472,A,7581,1528,1640,7,Moderate,Moderate
469054,8132,Loamy,Industrial,97.42638001352336,Brick,248,Suburban,28679,103,0.22423735560964897,A,8285,329,8072,3,Moderate,Moderate
238071,6903,Clay,Commercial,18.411691010066694,Brick,375,Mountain,45299,169,0.8075880161142173,E,2933,374,4962,2,Moderate,Simple
906880,6592,Clay,Industrial,62.70279821577903,Brick,396,Mountain,44755,684,0.8898385315009724,D,3570,757,12626,6,Moderate,Simple
498011,2642,Clay,Industrial,81.08990156501224,Brick,64,Urban,11632,32,0.20053630990800209,E,12009,3223,2213,4,Difficult,Simple
322282,9840,Chalky,Industrial,83.2636887679221,Composite,447,Rural,9590,294,0.9928796351976527,E,19360,3087,13693,5,Moderate,Simple
183895,6684,Silty,Commercial,27.84529997083377,Brick,78,Urban,2261,452,0.5167540595958834,A,3898,2533,14106,4,Moderate,Simple
440424,6510,Clay,Industrial,46.14812998164876,Steel,200,Urban,39791,571,0.5518178090159964,C,7787,3010,20268,2,Moderate,Moderate
326205,753,Loamy,Infrastructure,66.17765552176928,Steel,41,Coastal,8700,598,0.6160761285778855,A,14000,4532,16414,3,Moderate,Simple
958163,4602,Sandy,Infrastructure,38.42944387951749,Concrete,258,Urban,8980,443,0.8028023948664978,B,5859,2894,21593,5,Difficult,Complex
111376,4042,Sandy,Commercial,69.2466413692132,Steel,181,Rural,42688,349,0.6532546515953094,C,6388,4152,20765,3,Difficult,Moderate
435106,3275,Chalky,Infrastructure,44.09026041814323,Concrete,290,Suburban,22474,429,0.734857608127822,D,15204,3552,12802,2,Difficult,Simple
875566,8178,Silty,Residential,41.57796903267001,Steel,125,Urban,35424,149,0.43970759975165663,C,786,3126,9107,9,Moderate,Complex
843487,6712,Silty,Infrastructure,19.726135434136864,Brick,344,Rural,26383,449,0.5899601294805491,D,17705,2482,9526,7,Easy,Simple
777629,5137,Silty,Industrial,13.532759096774116,Wood,112,Urban,22853,315,0.2470970877430939,D,853,3530,9790,8,Easy,Simple
291652,6534,Loamy,Infrastructure,85.17464110109637,Brick,468,Mountain,6470,75,0.36324201730558536,E,13554,1228,12835,8,Moderate,Simple
969791,8957,Loamy,Residential,54.05900429404668,Composite,235,Urban,45805,386,0.6315809370574522,B,18447,3308,7452,9,Difficult,Moderate
482132,6976,Chalky,Residential,60.6585819888106,Concrete,202,Coastal,42726,109,0.041010549903370164,A,4675,793,6520,5,Moderate,Complex
168056,3648,Silty,Residential,43.49989202756325,Wood,40,Mountain,22514,433,0.5786329809170816,E,10733,324,24261,3,Easy,Moderate
644457,3859,Silty,Industrial,22.30678409263934,Steel,199,Rural,30759,491,0.5507226662541481,E,13832,1565,20265,8,Easy,Moderate
804557,1504,Clay,Residential,50.461479792208586,Brick,449,Urban,13201,138,0.18669732830663877,B,9289,1107,20201,1,Moderate,Moderate
570347,5217,Silty,Industrial,30.606137022805186,Concrete,311,Mountain,39009,597,0.9334785765740526,A,15956,4582,1352,4,Easy,Complex
472785,3771,Loamy,Residential,85.39147420994894,Concrete,126,Mountain,44194,250,0.08369112190694239,E,15244,1687,19548,2,Difficult,Moderate
637697,709,Clay,Industrial,98.8109684267041,Steel,74,Suburban,27823,267,0.0515235801316678,C,19611,1078,12888,2,Moderate,Simple
944591,9579,Clay,Industrial,90.01865219282251,Concrete,179,Mountain,34149,496,0.8612273734200611,A,17677,993,22444,1,Easy,Complex
509653,6039,Silty,Industrial,57.544683933306736,Steel,5,Rural,1294,238,0.840304861094886,B,3718,4295,1569,4,Moderate,Simple
539992,653,Sandy,Infrastructure,66.531857066384,Steel,312,Urban,48026,219,0.39624072784865716,C,3665,3469,15800,4,Moderate,Simple
988080,4093,Peaty,Residential,95.33102884653144,Brick,118,Mountain,1054,698,0.9753947375265535,C,15261,155,2214,2,Difficult,Complex
738744,9106,Loamy,Industrial,58.481374022985264,Concrete,232,Rural,23347,155,0.975466742041046,E,19298,4015,14042,2,Easy,Simple
752488,1784,Sandy,Residential,67.47302109623956,Composite,149,Suburban,26218,667,0.12497834418760467,B,9303,1717,2702,9,Easy,Moderate
645567,3648,Silty,Infrastructure,66.63065533680954,Composite,314,Urban,39314,669,0.47947208026436705,B,18311,1634,13349,6,Difficult,Simple
999964,1268,Silty,Commercial,73.73090366312186,Brick,201,Coastal,32660,634,0.05336728260566459,E,14705,528,8377,7,Moderate,Simple
692568,9674,Sandy,Residential,67.62565896204869,Brick,349,Mountain,17463,501,0.35775726962677945,A,1056,2722,4131,7,Difficult,Complex
652804,6107,Silty,Residential,70.36348582500155,Steel,31,Mountain,10704,112,0.07166871677739606,D,3529,1298,9520,6,Difficult,Complex
532828,3702,Loamy,Infrastructure,75.33050250095184,Composite,237,Suburban,12994,72,0.16078348946383525,E,6798,1925,15111,4,Easy,Simple
488366,3287,Clay,Industrial,82.81893067011539,Concrete,430,Rural,49399,321,0.8926775331030751,C,5459,3300,2470,6,Moderate,Moderate
731384,2710,Chalky,Residential,46.27494723367037,Composite,155,Suburban,49388,174,0.8443354940023856,D,19711,1605,9703,9,Moderate,Simple
967386,9730,Silty,Commercial,77.12505858345205,Brick,198,Rural,6370,211,0.8579330584482159,A,14668,1717,5646,9,Difficult,Simple
429139,7899,Silty,Infrastructure,19.018338323856604,Brick,107,Urban,3343,174,0.03265598117231405,A,19763,786,14457,8,Easy,Simple
529777,6838,Sandy,Industrial,88.85693190173757,Steel,159,Mountain,46003,189,0.5691872905749229,A,5488,1623,6633,4,Difficult,Complex
386188,9233,Clay,Residential,36.10398771182726,Concrete,169,Coastal,4906,336,0.7740794837587862,D,5921,3039,2679,1,Easy,Moderate
242549,858,Sandy,Residential,46.31142826785553,Brick,301,Suburban,38602,401,0.6916558666145495,E,16437,817,15770,8,Difficult,Moderate
563453,1349,Loamy,Infrastructure,82.32493713917576,Concrete,420,Coastal,29844,472,0.5006043145338479,B,6167,3417,15901,6,Difficult,Simple
601491,7998,Sandy,Industrial,67.32883342819052,Composite,258,Coastal,18282,685,0.12174156049481255,E,11145,1339,4767,8,Difficult,Moderate
494965,5022,Silty,Industrial,37.776519086605134,Steel,62,Mountain,12516,573,0.7739612298446391,E,880,2960,3919,3,Difficult,Moderate
800546,3044,Clay,Infrastructure,30.285920001217626,Composite,149,Mountain,4998,607,0.8898914755217192,D,9743,430,6614,2,Difficult,Moderate
992469,2331,Loamy,Residential,96.19430038395309,Brick,162,Coastal,35280,443,0.26838708860613003,C,4712,732,13775,1,Moderate,Complex
46321,1972,Silty,Residential,17.899872492842814,Brick,86,Urban,35588,656,0.5395950318581658,D,11415,3361,17710,2,Easy,Complex
345441,829,Loamy,Industrial,10.390159774840715,Concrete,13,Coastal,36583,449,0.4904127501763259,C,11203,1400,6457,3,Moderate,Simple
893084,6351,Silty,Industrial,70.56414120577153,Brick,275,Rural,35789,291,0.7331576566233234,D,11734,1543,12224,2,Difficult,Simple
895736,7532,Silty,Commercial,65.30269843742666,Concrete,417,Rural,37018,34,0.9260467077121297,C,3284,869,13108,6,Difficult,Moderate
255014,5766,Silty,Commercial,76.38525666566055,Wood,124,Rural,22583,341,0.4531089757594218,B,3354,992,9891,3,Moderate,Complex
166498,4854,Chalky,Commercial,75.84704484481422,Brick,358,Rural,46769,569,0.46249342214438305,B,19135,1271,23628,3,Easy,Moderate
27772,6935,Peaty,Industrial,87.69332145394209,Composite,104,Suburban,17413,88,0.22608815598955723,A,15085,1562,16706,1,Moderate,Moderate
900186,8478,Clay,Industrial,92.98977313676112,Composite,49,Urban,34761,328,0.17924344366389688,A,4180,1889,11259,8,Difficult,Complex
800144,4738,Chalky,Industrial,79.75221294320974,Concrete,3,Suburban,31268,79,0.038591821526557046,C,3878,2245,9255,5,Difficult,Simple
404583,6612,Peaty,Residential,30.90635214598871,Wood,422,Suburban,47523,661,0.8175810333263456,E,19607,677,24678,4,Easy,Moderate
248389,5222,Loamy,Infrastructure,51.71465604690768,Brick,250,Rural,23178,579,0.4023801937857583,A,15719,4880,9289,2,Difficult,Moderate
649430,1888,Peaty,Industrial,67.75437165903001,Steel,253,Urban,35054,430,0.07323081788255448,D,17965,3312,7467,2,Easy,Simple
626024,4685,Peaty,Residential,58.54287419602678,Steel,211,Urban,32374,312,0.5511435581005537,B,9429,3672,9398,3,Easy,Complex
61924,9411,Chalky,Industrial,24.30077611911622,Composite,71,Coastal,24263,194,0.3353501886111513,A,18563,1411,21940,7,Difficult,Moderate
538014,3735,Clay,Infrastructure,63.03457275616411,Brick,271,Suburban,45763,292,0.9714692371501252,A,5584,3739,13208,8,Easy,Complex
361296,5076,Sandy,Industrial,89.7875784490578,Steel,38,Urban,22332,323,0.4478013086822643,A,13776,1426,8765,9,Difficult,Moderate
37723,1600,Peaty,Residential,47.66655009385879,Concrete,153,Mountain,23288,238,0.10278653912874314,D,19050,2009,5849,1,Moderate,Moderate
